images,labels
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0609.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0610.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0611.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0612.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0613.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0614.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0615.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0616.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0617.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0618.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0619.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0620.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0621.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0622.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0623.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0624.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0625.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0626.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0627.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0628.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0629.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0630.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0631.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0632.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0633.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0634.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0635.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0636.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0637.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0638.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0639.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0640.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0641.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0642.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0643.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0644.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0645.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0646.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0647.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0648.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0649.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0650.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0651.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0652.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0653.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0654.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0655.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0656.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0657.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0658.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0659.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0660.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0661.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0662.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0663.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0664.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0665.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0666.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0667.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0668.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0669.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0670.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0671.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0672.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0673.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0674.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0675.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0676.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0677.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0678.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0679.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0680.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0681.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0682.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0683.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0684.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0685.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0686.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0687.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0688.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0689.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0690.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0691.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0692.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0693.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0694.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0695.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0696.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0697.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0698.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0699.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0700.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0701.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0702.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0703.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0704.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0705.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0706.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0707.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0708.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0709.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0710.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0711.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0712.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0713.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0714.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0715.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0716.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0717.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0718.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0719.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0720.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0721.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0722.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0723.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0724.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0725.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0726.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0727.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0728.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0729.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0730.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0731.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0732.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0733.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0734.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0735.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0736.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0737.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0738.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0739.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0740.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0741.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0742.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0743.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0744.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0745.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0746.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0747.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0748.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0749.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0750.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0751.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0752.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0753.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0754.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0755.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0756.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0757.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0758.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0759.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0760.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0761.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0762.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0763.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0764.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0765.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0766.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0767.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0768.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0769.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0770.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0771.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0772.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0773.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0774.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0775.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0776.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0777.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0778.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0779.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0780.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0781.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0782.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0783.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0784.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0785.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0786.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0787.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0788.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0789.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0790.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0791.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0792.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0793.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0794.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0795.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0796.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0797.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0798.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0799.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0800.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0801.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0802.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0803.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0804.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0805.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0806.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0807.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0808.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0809.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0810.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0811.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0812.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0813.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0814.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0815.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0816.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0817.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0818.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0819.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0820.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0821.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0822.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0823.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0824.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0825.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0826.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0827.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0828.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0829.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0830.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0831.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0832.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0833.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0834.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0835.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0836.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0837.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0838.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0839.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0840.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0841.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0842.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0843.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0844.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0845.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0846.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0847.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0848.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0849.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0850.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0851.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0852.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0853.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0854.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0855.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0856.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0857.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0858.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0859.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0860.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0861.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0862.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0863.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0864.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0865.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0866.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0867.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0868.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0869.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0870.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0871.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0872.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0873.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0874.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0875.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0876.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0877.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0878.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0879.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0880.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0881.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0882.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0883.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0884.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0885.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0886.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0887.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0888.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0889.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0890.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0891.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0892.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0893.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0894.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0895.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0896.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0897.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0898.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0899.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0900.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0901.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0902.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0903.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0904.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0905.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0906.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0907.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0908.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0909.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0910.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0911.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0912.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0913.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0914.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0915.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0916.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0917.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0918.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0919.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0920.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0921.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0922.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0923.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0924.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0925.jpg,1
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Fake 0926.jpg,1
